,0,1
0,0.0,0.0
1,0.9999999714045953,0.9999999999999996
2,0.39645605154925234,0.999999999998859
3,0.9999995028459172,0.9999999999999996
4,0.0,0.0
5,0.9999992457040615,0.9999996932795785
6,0.9912323971168914,0.9999994016141934
7,0.999999375182734,0.9999997681731445
8,0.0,0.0
9,0.9999996391906202,0.9999999999999996
10,0.03384946858387886,0.0
11,0.9999993561920073,0.9999999999998751
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.9999992670891804,0.9999999999999996
18,0.19808198805255486,0.0
19,0.039490306981330596,0.0
20,0.0,0.0
21,0.9761260756545697,0.9999988740315358
22,0.0,0.0
23,0.9999994542545447,0.9999999999999996
24,0.0,0.0
25,0.03710142287124066,0.0
26,0.9999992658873462,0.9999987489265793
27,0.9999995088882839,0.9999999999999996
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.9999996303034095,0.9999995637767469
34,0.9999994994847033,0.9999999999999996
35,0.9999998674601754,0.9999999999999996
36,0.0,0.0
37,0.0,0.0
38,0.9999996415108598,0.9999999999999996
39,0.9999996234742029,0.9999994614527741
40,0.0,0.0
41,0.9999994308674476,0.9999980931625188
42,0.9999997589877414,0.9999999999999996
43,0.9999995283667208,0.9999978812916875
44,0.9999990154645407,0.9999996819932485
45,0.0,0.0
46,0.0,0.0
47,0.999999607836376,0.9999973843107253
48,0.04672145098203455,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.9999997239869856,0.9999999999993936
58,0.0,0.0
59,0.04455076593195953,0.0
60,0.043580910626288466,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0431241433886189,0.0
64,0.04076848725174581,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
